loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-62165079,BR-560621,jumbo,2024-01-25,2043-10-12,200690.06,36167.59,8.258,240,MN,purchase,B,3,75k-120k,delinquent_60,50,Coastal Trust Servicing,2024-04-05,2025-09-22,complete,origination_sys_b
LN-89137762,BR-363447,jumbo,2021-09-22,2051-04-18,267157.26,104055.37,6.258,360,ID,cash_out_refinance,A,26,75k-120k,current,0,Meridian Loan Servicing,2024-09-29,2025-12-04,complete,origination_sys_b
LN-45955947,BR-327724,conventional,2023-02-11,2032-12-20,494632.46,94826.28,5.484,120,NC,purchase,B,27,40k-75k,delinquent_60,45,Coastal Trust Servicing,2023-11-25,2026-03-24,partial,origination_sys_a
LN-03029344,BR-093758,va,2020-01-02,2034-10-15,499474.29,269227.68,6.393,180,OR,purchase,D,20,120k+,current,0,Highline Capital Servicing,2020-11-15,2025-09-27,missing,origination_sys_b
LN-08425211,BR-686431,jumbo,2021-02-09,2035-11-23,374331.92,243329.48,5.895,180,PA,purchase,D,0,40k-75k,delinquent_60,70,Meridian Loan Servicing,2021-10-28,2026-04-06,missing,manual_spreadsheet
LN-54968789,BR-264424,fha,2019-11-26,2034-09-08,438838.04,402277.46,7.473,180,WY,purchase,C,5,75k-120k,current,62,Highline Capital Servicing,2026-07-11,2025-09-01,complete,origination_sys_a
LN-86195857,BR-069509,jumbo,31/02/2021,2050-09-09,155361.52,145406.23,6.11,360,MS,purchase,D,7,120k+,current,0,Highline Capital Servicing,2023-01-31,2026-01-01,missing,manual_spreadsheet
LN-55207055,BR-328414,va,2024-02-03,2033-12-12,322528.96,341580.48000000004,4.807,120,OH,refinance,C,19,75k-120k,delinquent_30,44,Coastal Trust Servicing,2025-03-15,2025-10-24,complete,origination_sys_b
LN-77867461,BR-243567,fha,2022-02-04,2020-12-31,181870.17,86346.55,5.446,360,SD,purchase,A,26,40k-75k,current,0,Highline Capital Servicing,2025-06-17,2026-07-02,partial,origination_sys_a
LN-62907140,BR-895175,fha,2019-05-12,2039-01-27,206409.04,182045.8,6.576,240,UT,purchase,C,7,<40k,current,0,Meridian Loan Servicing,2020-05-01,2026-04-11,partial,origination_sys_b
LN-28939261,BR-952410,va,2020-12-24,2050-07-20,311107.05,242581.42,5.2,360,DE,cash_out_refinance,C,28,75k-120k,current,0,Coastal Trust Servicing,2023-06-18,2026-03-09,partial,manual_spreadsheet
LN-42372784,BR-357223,va,2021-09-17,2036-06-30,511759.77,68036.97,3.88,180,ID,refinance,C,11,40k-75k,current,0,Coastal Trust Servicing,2023-03-22,2025-06-15,complete,manual_spreadsheet
LN-22611966,BR-675046,jumbo,2022-10-31,2037-08-13,364429.62,8490.98,7.991,180,OR,refinance,D,5,75k-120k,closed,43,Highline Capital Servicing,2024-01-28,2025-09-26,missing,origination_sys_a
LN-19646025,BR-362524,va,2019-04-21,2048-11-14,352642.44,172917.25,5.33,360,NY,refinance,B,13,75k-120k,current,0,Highline Capital Servicing,2023-10-17,2026-07-03,partial,origination_sys_b
LN-43191814,BR-985773,conventional,2020-01-04,2034-10-17,638185.3,234143.72,5.492,180,VT,purchase,A,6,75k-120k,delinquent_30,41,Highline Capital Servicing,2021-02-01,2026-03-12,partial,manual_spreadsheet
LN-18915617,BR-364783,va,2020-11-16,2040-08-03,285748.35,135359.7,5.819,240,GA,purchase,C,13,120k+,delinquent_90,76,Meridian Loan Servicing,2021-10-06,2025-12-28,complete,origination_sys_b
LN-79754181,BR-227723,conventional,2020-04-12,2039-12-29,260620.6,183046.12,3.819,240,NM,cash_out_refinance,A,0,120k+,current,0,Coastal Trust Servicing,2021-03-18,2026-01-14,complete,origination_sys_b
LN-61806834,BR-952496,fha,2022-06-19,2037-04-01,128057.42,20252.13,6.454,180,NJ,cash_out_refinance,D,16,75k-120k,current,0,Highline Capital Servicing,2025-03-01,2026-01-13,missing,origination_sys_a
LN-88340994,BR-042203,jumbo,2023-07-07,2033-05-15,331860.37,212086.71,7.911,120,NV,refinance,B,5,120k+,current,0,Highline Capital Servicing,2024-09-30,2026-02-23,partial,origination_sys_a
LN-65210114,BR-474319,conventional,2021-05-14,2036-02-25,374467.74,101119.32,4.43,180,CT,refinance,C,4,120k+,current,0,Coastal Trust Servicing,2021-05-30,2025-10-24,complete,origination_sys_a
LN-60071235,BR-182309,fha,2019-11-05,2029-09-13,361340.35,238258.46,5.424,120,NH,purchase,A,6,120k+,current,0,Coastal Trust Servicing,2020-11-23,2026-01-24,missing,manual_spreadsheet
LN-95261882,BR-163121,fha,2020-03-02,2049-09-26,301800.09,40129.81,3.545,360,AZ,cash_out_refinance,D,22,40k-75k,delinquent_90,77,Highline Capital Servicing,2021-03-03,2026-06-17,complete,origination_sys_a
LN-31514356,BR-387037,va,2021-10-20,2031-08-29,470988.45,311955.06,7.993,120,NY,cash_out_refinance,D,17,75k-120k,closed,0,Coastal Trust Servicing,2025-09-16,2025-07-01,partial,origination_sys_a
LN-15485475,BR-786363,conventional,2022-03-06,2036-12-17,389863.71,263107.81,6.791,180,OH,refinance,B,16,120k+,current,0,Coastal Trust Servicing,2023-01-15,2025-02-17,missing,origination_sys_b
LN-82405865,BR-723609,fha,2020-10-22,2050-05-18,445315.24,381236.82,6.779,360,CO,refinance,A,11,120k+,current,0,Highline Capital Servicing,2021-06-17,2025-08-31,missing,origination_sys_b
LN-75152617,BR-137955,conventional,2021-12-19,2031-10-28,498551.19,120007.24,4.334,120,ID,cash_out_refinance,D,16,75k-120k,current,0,Coastal Trust Servicing,2022-11-07,2025-07-22,missing,manual_spreadsheet
LN-68325357,BR-349002,conventional,2021-06-26,2041-03-13,594416.43,286764.83,6.088,240,MD,purchase,C,7,40k-75k,closed,0,Highline Capital Servicing,2021-08-09,2026-06-27,missing,origination_sys_b
LN-28039777,BR-186595,va,2024-02-26,2038-12-09,-28859.7,74720.67,3.687,180,OR,refinance,A,24,<40k,current,0,Highline Capital Servicing,2025-02-16,2025-10-06,partial,origination_sys_b
LN-73305152,BR-073455,fha,2024-03-20,2034-01-27,575778.31,436031.14,5.66,120,MT,purchase,B,10,<40k,current,0,Highline Capital Servicing,2025-10-26,2026-04-21,missing,origination_sys_a
LN-54616720,BR-739064,va,2022-01-27,2051-08-23,229658.05,140378.95,4.452,360,MN,cash_out_refinance,A,24,75k-120k,current,0,Meridian Loan Servicing,2024-01-13,2026-02-02,missing,origination_sys_b
LN-70726182,BR-383437,fha,2022-06-30,2037-04-12,331064.15,54433.16,4.519,180,ND,refinance,D,19,40k-75k,current,0,Coastal Trust Servicing,2026-05-31,2026-06-23,missing,origination_sys_a
LN-49066931,BR-283957,va,2021-02-10,2030-12-20,225610.12,202802.39,5.923,120,RI,cash_out_refinance,A,5,40k-75k,current,0,Coastal Trust Servicing,2026-07-13,2025-06-28,partial,manual_spreadsheet
LN-33629586,BR-888052,fha,2024-03-12,2034-01-19,102658.87,17048.6,5.209,120,MT,cash_out_refinance,B,2,120k+,current,64,Coastal Trust Servicing,2026-02-04,2025-06-10,missing,manual_spreadsheet
LN-41656216,BR-894976,fha,2022-11-06,2037-08-19,317880.0,333995.36,5.087,180,OK,cash_out_refinance,A,5,75k-120k,current,0,Meridian Loan Servicing,2023-01-05,2025-11-16,partial,origination_sys_b
LN-71176252,BR-263645,jumbo,2024-05-22,2053-12-16,252908.42,79977.67,7.06,360,MS,purchase,D,15,120k+,delinquent_60,74,Meridian Loan Servicing,2024-11-05,2025-08-17,complete,origination_sys_a
LN-70998434,BR-240733,conventional,2019-03-08,2048-10-01,515787.15,483415.25,6.103,360,NH,refinance,A,28,40k-75k,current,0,Coastal Trust Servicing,2025-03-19,2025-09-12,partial,manual_spreadsheet
LN-72129694,BR-137955,fha,2019-03-22,2048-10-15,374192.21,154896.39,5.465,360,MA,refinance,A,5,120k+,current,0,Coastal Trust Servicing,2021-06-26,2025-11-03,partial,origination_sys_a
LN-14353759,BR-337956,fha,2020-05-27,2040-02-12,474278.93,84854.15,4.311,240,GA,purchase,A,13,75k-120k,delinquent_30,41,Highline Capital Servicing,2025-05-28,2025-07-17,partial,manual_spreadsheet
LN-44864264,BR-460826,fha,2020-01-06,2029-11-14,592168.89,79132.24,3.745,120,GA,purchase,C,1,40k-75k,current,0,Meridian Loan Servicing,2026-06-30,2026-01-21,,origination_sys_b
LN-65714590,BR-233045,va,2020-11-09,2019-10-06,107947.88,64292.31,5.854,120,DE,cash_out_refinance,C,10,120k+,current,0,Coastal Trust Servicing,2023-03-18,2026-05-05,missing,origination_sys_a
LN-99263593,BR-155641,fha,2022-06-07,2032-04-15,142302.27,46921.44,7.043,120,IL,purchase,A,0,120k+,current,0,Coastal Trust Servicing,2023-02-03,2026-04-06,missing,origination_sys_a
LN-22735306,BR-376013,va,2023-06-26,2053-01-19,316003.45,210545.7,8.111,360,NM,refinance,A,20,40k-75k,current,0,Highline Capital Servicing,2024-05-09,2026-04-24,missing,origination_sys_b
LN-56505397,BR-018335,fha,2024-01-01,2043-09-18,343607.94,88636.54,6.355,240,MO,purchase,A,27,75k-120k,delinquent_90,108,Coastal Trust Servicing,2026-05-28,2025-11-01,partial,manual_spreadsheet
LN-51302057,BR-913483,va,2019-03-06,2038-11-21,315905.65,166641.41,4.216,240,CT,cash_out_refinance,B,6,<40k,current,82,Highline Capital Servicing,2023-07-10,2025-09-19,missing,manual_spreadsheet
LN-81770762,BR-225762,fha,2019-08-26,2029-07-04,257259.35,234768.33,4.868,120,AL,cash_out_refinance,A,6,75k-120k,delinquent_60,47,Coastal Trust Servicing,2023-03-22,2026-01-26,partial,origination_sys_a
LN-00903037,BR-866433,fha,2024-04-15,2044-01-01,407227.28,327580.25,7.064,240,TX,cash_out_refinance,A,29,120k+,current,0,Coastal Trust Servicing,2024-08-27,2026-01-14,complete,manual_spreadsheet
LN-18231938,BR-340148,va,2021-08-17,2031-06-26,339682.98,125069.14,7.34,120,RI,cash_out_refinance,B,16,<40k,delinquent_30,37,Highline Capital Servicing,2026-03-18,2025-09-23,missing,origination_sys_a
LN-59338574,BR-752609,jumbo,2020-10-29,2030-09-07,531685.64,264336.17,4.072,120,RI,refinance,C,17,<40k,current,0,Highline Capital Servicing,2022-10-20,2025-10-03,partial,origination_sys_b
LN-02157876,BR-426428,va,2019-05-23,2029-03-31,470739.95,208563.88,6.351,120,UT,refinance,D,22,75k-120k,delinquent_30,35,Meridian Loan Servicing,2025-12-03,2026-05-05,complete,manual_spreadsheet
LN-78388273,BR-333564,fha,2021-11-11,2051-06-07,563152.94,126918.11,6.277,360,MS,refinance,B,9,40k-75k,current,0,Meridian Loan Servicing,2021-12-04,2025-06-01,complete,manual_spreadsheet
LN-88869644,BR-832404,fha,2019-02-02,2033-11-15,491163.36,263412.81,7.061,180,LA,refinance,C,1,<40k,current,0,Coastal Trust Servicing,2024-07-04,2026-04-25,missing,origination_sys_b
LN-55626666,BR-556950,jumbo,2019-08-20,2049-03-15,628190.52,554030.34,6.063,360,NM,cash_out_refinance,C,13,75k-120k,delinquent_30,38,Highline Capital Servicing,2022-11-16,2026-01-25,complete,origination_sys_a
,BR-212801,fha,2022-11-24,2042-08-11,494373.88,232775.78,8.051,240,WV,purchase,D,11,40k-75k,current,0,Highline Capital Servicing,2024-03-21,2026-03-21,partial,origination_sys_a
LN-74367158,BR-028044,jumbo,2023-06-26,2033-05-04,275423.36,241892.98,7.231,120,WI,cash_out_refinance,B,12,120k+,current,0,Highline Capital Servicing,2024-12-14,2026-02-09,complete,manual_spreadsheet
LN-90538662,BR-282546,fha,2023-11-18,2053-06-13,86761.93,103034.78,7.172,360,PA,purchase,C,21,40k-75k,current,0,Highline Capital Servicing,2025-05-31,2026-05-16,complete,manual_spreadsheet
LN-21009689,BR-671816,fha,2019-01-18,2028-11-26,86818.0,75267.39,7.98,120,VT,purchase,C,9,120k+,current,0,Coastal Trust Servicing,2019-11-24,2026-06-07,missing,origination_sys_b
LN-72039281,BR-092361,jumbo,2024-03-04,2043-11-20,518534.7,187508.23,4.592,240,TN,purchase,D,22,75k-120k,current,0,Meridian Loan Servicing,2024-04-08,2025-08-22,complete,origination_sys_a
LN-62795594,BR-487750,jumbo,2022-03-16,2041-12-01,523025.18,488531.63,4.106,240,OH,refinance,C,21,75k-120k,current,0,Highline Capital Servicing,2022-07-07,2025-06-20,missing,manual_spreadsheet
LN-25962316,BR-484100,fha,2019-07-05,2039-03-22,384736.99,51252.09,5.946,240,CA,cash_out_refinance,C,15,120k+,current,0,Meridian Loan Servicing,2019-12-03,2026-04-28,partial,origination_sys_a
LN-15901649,BR-071103,conventional,2020-11-22,2030-10-01,311139.48,239600.28,5.781,120,HI,cash_out_refinance,A,26,<40k,current,0,Meridian Loan Servicing,2026-06-20,2025-03-07,missing,manual_spreadsheet
LN-16539201,BR-027131,fha,2020-03-27,2030-02-03,538538.51,316509.99,8.128,120,AZ,purchase,A,25,120k+,delinquent_30,41,Meridian Loan Servicing,2020-05-30,2025-11-14,partial,origination_sys_a
LN-87626549,BR-601496,va,2019-01-14,2028-11-22,182265.33,159341.81,5.239,120,AL,cash_out_refinance,B,6,<40k,current,0,Coastal Trust Servicing,2020-02-09,2026-05-22,missing,origination_sys_b
LN-18941903,BR-226841,conventional,2023-11-02,2038-08-15,344603.12,143873.66,8.124,180,ID,purchase,A,15,<40k,current,0,Meridian Loan Servicing,2026-05-06,2026-07-13,complete,manual_spreadsheet
LN-22418050,BR-426134,fha,2021-06-29,2041-03-16,318867.78,100435.78,6.66,240,LA,purchase,C,4,<40k,delinquent_60,69,Coastal Trust Servicing,2024-09-05,2025-11-14,complete,origination_sys_b
LN-17995524,BR-582440,jumbo,2019-10-07,2029-08-15,565441.28,578709.53,7.181,120,KS,purchase,C,13,40k-75k,current,0,Coastal Trust Servicing,2021-06-08,2026-04-06,missing,origination_sys_a
LN-47842507,BR-912604,va,2021-05-05,2031-03-14,102833.45,56552.77,4.309,120,NJ,cash_out_refinance,A,14,120k+,delinquent_30,30,Meridian Loan Servicing,2026-03-30,2025-12-19,missing,origination_sys_b
,BR-087096,conventional,2020-01-14,2039-10-01,437282.25,153784.84,4.055,240,MS,refinance,A,11,75k-120k,current,0,Meridian Loan Servicing,2026-04-20,2026-05-20,missing,origination_sys_a
LN-27232620,BR-345176,va,2022-02-22,2036-12-05,158891.31,105711.94,45.0,180,MS,cash_out_refinance,A,6,120k+,current,0,Meridian Loan Servicing,2022-08-05,2026-05-26,partial,origination_sys_a
LN-90469447,BR-010885,va,2020-08-13,2030-06-22,142338.0,101835.53,5.558,120,MI,cash_out_refinance,C,15,120k+,current,0,Highline Capital Servicing,2024-01-10,2026-02-22,missing,origination_sys_a
LN-34197298,BR-661203,fha,2024-01-14,2043-10-01,177890.16,129680.8,5.704,240,MS,purchase,B,17,<40k,current,0,Coastal Trust Servicing,2024-12-03,2025-08-15,partial,origination_sys_a
LN-79919556,BR-289796,jumbo,31/02/2021,2050-08-29,387723.96,314751.22,5.193,360,DE,cash_out_refinance,D,28,<40k,current,0,Meridian Loan Servicing,2024-11-21,2026-02-11,missing,origination_sys_a
LN-65292054,BR-879146,conventional,2019-10-19,2030-08-01,610882.99,72676.99,8.042,120,MS,refinance,B,22,120k+,current,0,Highline Capital Servicing,2025-01-20,2026-04-08,partial,origination_sys_a
LN-98289481,BR-137955,conventional,2020-08-05,2040-04-22,280272.37,33381.82,8.166,240,PA,refinance,A,0,120k+,delinquent_60,51,Coastal Trust Servicing,2023-08-29,2026-06-15,partial,origination_sys_a
LN-50883540,BR-029846,va,2022-02-12,2051-09-08,484840.79,149351.72,5.586,360,NY,cash_out_refinance,B,0,<40k,current,0,Highline Capital Servicing,2024-11-17,2025-10-27,complete,manual_spreadsheet
LN-83702514,BR-630369,conventional,2023-03-07,2042-11-22,411207.49,192963.88,4.949,240,ND,cash_out_refinance,A,16,40k-75k,delinquent_60,66,Coastal Trust Servicing,2024-03-16,2026-05-22,complete,manual_spreadsheet
LN-66058053,BR-439112,fha,2023-03-22,2038-01-02,389916.03,81267.6,7.476,180,OK,cash_out_refinance,A,13,120k+,delinquent_60,70,Meridian Loan Servicing,2023-11-15,2025-10-17,complete,origination_sys_a
LN-91371166,BR-329471,conventional,2021-09-09,2020-08-05,257596.88,165329.98,7.373,240,WI,refinance,A,6,<40k,delinquent_30,44,Meridian Loan Servicing,2026-02-19,2026-06-26,missing,manual_spreadsheet
LN-01652601,BR-725387,fha,2022-04-29,2032-03-07,347376.93,61746.28,6.025,120,CA,purchase,A,16,40k-75k,current,0,Coastal Trust Servicing,2023-05-26,2026-06-22,partial,origination_sys_a
LN-35491332,BR-219111,va,2024-01-21,2033-11-29,634940.55,549932.89,7.024,120,OK,cash_out_refinance,A,2,75k-120k,current,0,Highline Capital Servicing,2024-05-18,2026-01-30,partial,origination_sys_b
LN-88893066,BR-356136,conventional,2021-07-24,2041-04-10,471616.54,110864.48,7.207,240,HI,purchase,C,6,75k-120k,current,0,Meridian Loan Servicing,2024-11-23,2025-09-05,partial,origination_sys_a
LN-76446442,BR-712461,conventional,2020-04-21,2049-11-15,493364.29,351896.73,45.0,360,CA,refinance,A,5,120k+,delinquent_30,39,Coastal Trust Servicing,2023-12-21,2026-06-23,complete,origination_sys_b
LN-24558507,BR-981484,conventional,2022-06-27,2032-05-05,513297.72,199201.34,3.664,120,OK,cash_out_refinance,C,28,40k-75k,current,0,Highline Capital Servicing,2024-11-25,2025-09-12,complete,origination_sys_b
LN-54853496,BR-393008,va,2023-01-05,2052-07-31,357849.31,306685.91,7.548,360,PA,purchase,C,12,<40k,current,0,Highline Capital Servicing,2024-12-11,2026-03-04,partial,origination_sys_b
LN-81150645,BR-404035,va,2020-12-20,2030-10-29,456906.8,337895.44,6.363,120,NY,purchase,B,10,120k+,current,0,Coastal Trust Servicing,2024-10-10,2025-07-04,complete,manual_spreadsheet
LN-20942708,BR-030842,conventional,2020-09-05,2040-05-23,632573.82,492461.99,6.758,240,MD,cash_out_refinance,C,13,75k-120k,current,0,Meridian Loan Servicing,2025-04-29,2025-09-18,partial,origination_sys_b
LN-52974956,BR-745653,fha,2022-07-03,2052-01-27,462789.34,224254.7,4.702,360,WV,cash_out_refinance,C,27,120k+,current,60,Highline Capital Servicing,2024-04-15,2025-09-04,complete,manual_spreadsheet
LN-21073494,BR-922072,fha,2020-02-21,2049-09-16,232152.81,163902.69,6.721,360,AZ,cash_out_refinance,D,25,<40k,current,0,Meridian Loan Servicing,2021-01-29,2025-12-25,partial,manual_spreadsheet
LN-97117958,BR-992821,va,2020-09-02,2030-07-12,593327.68,358396.13,5.146,120,PA,cash_out_refinance,D,25,40k-75k,current,0,Highline Capital Servicing,2023-02-11,2025-12-21,complete,origination_sys_a
LN-39346989,BR-378096,conventional,2019-12-25,2034-10-07,632856.38,364807.47,6.953,180,TX,purchase,C,17,120k+,current,0,Highline Capital Servicing,2024-01-19,2026-03-01,missing,origination_sys_a
LN-08228968,BR-740889,jumbo,2021-12-31,2036-10-13,568858.87,352578.52,7.185,180,MI,cash_out_refinance,D,28,<40k,delinquent_90,91,Meridian Loan Servicing,2025-11-30,2025-11-02,partial,manual_spreadsheet
LN-76146023,BR-512776,fha,31/02/2021,2039-01-31,319896.2,105614.74,7.735,240,UT,refinance,C,14,120k+,current,0,Coastal Trust Servicing,2020-11-12,2025-06-15,partial,origination_sys_a
LN-29966991,BR-714420,va,2022-11-08,2042-07-26,535731.34,418478.95,4.351,240,OR,purchase,A,22,120k+,current,70,Highline Capital Servicing,2025-08-16,2026-03-20,complete,origination_sys_a
LN-18692644,BR-122693,jumbo,2023-01-01,2037-10-14,188610.17,40995.13,3.929,180,NM,purchase,C,22,120k+,delinquent_30,34,Coastal Trust Servicing,2024-03-10,2025-12-13,missing,origination_sys_b
LN-43668780,BR-539618,conventional,2022-12-21,2052-07-16,499579.34,365796.11,6.402,360,KY,purchase,D,29,75k-120k,current,0,Highline Capital Servicing,2023-09-17,2025-09-29,complete,origination_sys_b
LN-34928954,BR-174959,jumbo,2022-12-25,2052-07-20,160823.57,136810.08,3.766,360,GA,purchase,B,5,<40k,current,0,Highline Capital Servicing,2024-06-09,2026-06-18,complete,manual_spreadsheet
LN-44881081,BR-152855,conventional,2021-08-14,2051-03-10,146133.71,27634.04,6.13,360,OR,purchase,D,29,<40k,current,0,Meridian Loan Servicing,2025-12-04,2026-03-15,partial,manual_spreadsheet
LN-81086495,BR-096937,fha,2019-07-13,2039-03-30,94798.44,35159.27,4.557,240,AR,cash_out_refinance,C,10,<40k,current,0,Coastal Trust Servicing,2020-04-27,2025-07-25,missing,manual_spreadsheet
LN-81727614,BR-483616,va,2021-02-20,2030-12-30,307349.34,245477.1,6.063,120,NY,refinance,D,15,75k-120k,closed,0,Coastal Trust Servicing,2024-07-03,2025-06-11,partial,origination_sys_a
LN-34261465,BR-249411,va,2023-03-30,2052-10-23,542266.78,232205.35,7.708,360,ND,refinance,C,18,<40k,current,0,Coastal Trust Servicing,2023-09-02,2026-02-18,complete,manual_spreadsheet
LN-57074780,BR-473774,va,2019-08-09,2049-03-04,315421.06,175071.93,5.207,360,ID,purchase,B,2,75k-120k,delinquent_30,43,Coastal Trust Servicing,2020-10-17,2025-10-09,partial,manual_spreadsheet
LN-96469366,BR-331010,fha,2019-02-06,2028-12-15,305112.29,286406.19,7.795,120,IN,refinance,B,20,40k-75k,current,0,Highline Capital Servicing,2026-02-13,2026-05-03,missing,origination_sys_a
LN-79485258,BR-006798,va,2019-06-26,2039-03-13,518741.05,427473.33,3.685,240,MT,refinance,D,7,<40k,current,0,Coastal Trust Servicing,2019-09-11,2026-06-14,partial,manual_spreadsheet
LN-36021322,BR-936861,va,2020-10-08,2030-08-17,-23390.76,92824.02,7.115,120,MO,refinance,C,25,120k+,delinquent_60,60,Meridian Loan Servicing,2023-02-03,2026-04-27,partial,manual_spreadsheet
LN-49320083,BR-188004,fha,2023-03-15,2033-01-21,460222.18,386709.94,4.103,120,IA,refinance,C,10,75k-120k,current,0,Meridian Loan Servicing,2026-04-28,2026-07-12,partial,origination_sys_a
